000725,600837,600036,600519,600276,601318,000333,600030,000858,002475,row_sum,dates
-0.004,0.025,0.031,0.021,-0.014,0.029,0.042,0.025,0.06,0.007,0.221,2020-07-01
0.046,0.067,0.014,0.032,0.002,0.033,0.008,0.051,0.04,-0.008,0.284,2020-07-02
-0.015,0.067,0.039,-0.001,0.007,0.025,-0.009,0.091,-0.004,-0.014,0.187,2020-07-03
0.046,0.091,0.091,0.036,0.013,0.073,0.026,0.091,0.021,0.04,0.528,2020-07-06
0.034,-0.032,0.016,0.052,0.043,-0.011,0.005,-0.013,0.045,0.036,0.175,2020-07-07
0.017,0.057,-0.014,-0.004,-0.002,0.029,-0.006,0.071,0.007,0.02,0.174,2020-07-08
0.008,-0.026,-0.015,0.014,0.015,0.003,0.015,-0.013,0.002,0.009,0.011,2020-07-09
-0.047,-0.045,-0.039,0.005,0.008,-0.043,-0.025,-0.041,0.016,-0.002,-0.214,2020-07-10
0.034,0.022,0.001,0.038,0.005,0.0,-0.002,0.022,0.051,0.064,0.235,2020-07-13
-0.017,-0.003,-0.022,-0.011,-0.014,-0.013,-0.023,-0.014,0.012,-0.018,-0.123,2020-07-14
-0.047,-0.017,-0.018,-0.005,0.044,-0.013,0.018,-0.001,0.014,-0.039,-0.064,2020-07-15
-0.053,-0.071,-0.007,-0.086,-0.069,-0.026,-0.03,-0.091,-0.111,-0.073,-0.617,2020-07-16
-0.013,-0.03,0.013,0.021,-0.0,-0.003,0.043,-0.024,0.019,0.041,0.066,2020-07-17
0.039,0.039,0.032,-0.007,0.002,0.058,0.052,0.066,-0.018,0.01,0.271,2020-07-20
0.025,-0.021,-0.012,0.019,0.028,-0.025,-0.0,-0.011,0.019,0.006,0.027,2020-07-21
0.0,0.011,-0.011,0.006,0.001,-0.01,0.0,0.006,0.016,0.023,0.041,2020-07-22
-0.033,-0.006,-0.024,-0.001,0.0,-0.012,0.04,0.001,0.006,0.001,-0.028,2020-07-23
-0.058,-0.051,-0.029,-0.051,-0.048,-0.026,-0.055,-0.072,-0.043,-0.081,-0.514,2020-07-24
-0.011,-0.005,-0.01,0.017,0.006,-0.007,0.01,0.0,0.013,-0.008,0.005,2020-07-27
0.026,0.001,0.01,0.028,-0.008,-0.001,-0.001,-0.004,0.046,0.058,0.156,2020-07-28
0.019,0.03,0.014,0.001,0.013,0.012,0.063,0.046,0.005,0.029,0.233,2020-07-29
-0.02,-0.012,-0.015,0.005,-0.009,-0.017,-0.009,-0.007,0.006,-0.019,-0.097,2020-07-30
0.017,0.007,0.007,-0.001,-0.006,-0.002,0.011,0.013,0.005,0.034,0.086,2020-07-31
0.027,0.044,0.006,-0.006,-0.013,0.007,0.01,0.015,0.001,0.011,0.102,2020-08-03
-0.01,-0.009,0.046,0.001,0.008,0.028,-0.006,-0.006,-0.009,-0.034,0.009,2020-08-04
0.004,-0.015,-0.01,-0.001,-0.013,-0.02,-0.009,-0.01,0.008,-0.002,-0.069,2020-08-05
0.032,0.026,0.019,-0.018,-0.02,0.0,-0.011,0.068,-0.031,-0.017,0.049,2020-08-06
-0.029,-0.023,-0.011,-0.004,0.002,-0.011,-0.001,-0.004,-0.018,-0.048,-0.147,2020-08-07
0.002,0.04,0.011,0.002,-0.005,0.009,0.02,0.038,-0.006,-0.023,0.086,2020-08-10
-0.023,-0.036,0.014,0.005,0.011,-0.003,-0.01,-0.061,0.015,-0.005,-0.092,2020-08-11
0.0,0.027,0.007,-0.01,-0.02,0.005,-0.024,-0.007,-0.012,0.019,-0.014,2020-08-12
0.033,0.024,-0.012,0.005,-0.013,-0.007,0.005,-0.006,0.002,-0.019,0.011,2020-08-13
0.018,0.006,0.018,0.016,0.007,0.02,0.028,0.015,0.028,0.03,0.186,2020-08-14
0.055,0.026,0.027,0.017,0.015,0.036,0.001,0.049,0.032,0.001,0.26,2020-08-17
0.002,-0.012,-0.005,0.009,0.027,-0.017,-0.005,0.005,0.003,-0.022,-0.015,2020-08-18
-0.022,-0.03,-0.013,-0.011,-0.007,-0.02,-0.024,-0.014,0.007,-0.048,-0.181,2020-08-19
0.01,-0.012,-0.022,-0.014,-0.011,-0.007,-0.016,-0.022,-0.027,0.02,-0.102,2020-08-20
0.002,0.022,0.007,0.007,0.001,0.008,0.005,0.014,0.009,0.043,0.118,2020-08-21
0.05,-0.008,-0.007,0.012,0.007,-0.006,0.014,-0.004,0.029,0.067,0.154,2020-08-24
-0.021,-0.008,0.002,0.018,0.017,0.004,-0.006,-0.004,0.045,-0.021,0.026,2020-08-25
-0.059,-0.03,-0.009,0.0,0.006,-0.017,-0.01,-0.031,0.004,-0.023,-0.169,2020-08-26
0.014,0.004,-0.009,0.002,-0.005,-0.003,-0.019,0.008,0.006,0.004,0.001,2020-08-27
0.057,0.03,0.04,0.015,0.013,0.017,0.033,0.032,0.01,0.011,0.259,2020-08-28
0.013,0.001,-0.02,0.017,-0.005,-0.017,0.004,-0.006,-0.002,-0.015,-0.032,2020-08-31
0.013,0.0,-0.007,0.009,-0.009,-0.003,0.016,0.01,-0.016,0.035,0.047,2020-09-01
0.029,-0.015,-0.006,-0.004,0.007,-0.006,-0.011,-0.007,-0.005,0.006,-0.011,2020-09-02
-0.005,-0.007,-0.006,-0.001,0.003,-0.007,0.0,-0.012,0.015,-0.031,-0.052,2020-09-03
-0.016,-0.012,-0.005,-0.013,-0.016,-0.008,-0.031,-0.015,-0.037,-0.01,-0.162,2020-09-04
-0.044,-0.024,-0.0,-0.027,-0.021,0.003,-0.031,-0.038,-0.015,-0.053,-0.249,2020-09-07
0.023,0.032,0.021,-0.007,0.008,0.027,0.003,0.024,-0.022,0.009,0.118,2020-09-08
-0.04,-0.021,0.0,-0.014,-0.022,-0.009,-0.031,-0.019,-0.023,-0.021,-0.2,2020-09-09
-0.041,-0.016,0.003,0.01,0.005,0.001,0.016,-0.003,0.028,0.027,0.029,2020-09-10
0.029,0.004,-0.012,0.016,0.012,0.009,0.004,0.003,0.021,0.051,0.136,2020-09-11
0.0,0.0,0.003,0.019,-0.005,0.017,0.027,-0.001,0.01,0.005,0.073,2020-09-14
-0.004,-0.001,0.015,-0.003,-0.003,0.017,0.034,0.006,0.001,-0.013,0.048,2020-09-15
-0.012,0.0,0.004,-0.02,-0.015,-0.006,-0.011,0.0,-0.019,-0.024,-0.103,2020-09-16
0.013,-0.011,-0.005,-0.033,-0.04,0.005,0.013,-0.021,-0.015,-0.009,-0.103,2020-09-17
0.008,0.032,0.029,0.014,0.03,0.047,-0.005,0.042,0.03,0.036,0.264,2020-09-18
-0.027,-0.001,-0.01,-0.017,-0.005,-0.024,-0.004,0.001,-0.021,-0.016,-0.125,2020-09-21
-0.012,-0.015,-0.019,-0.001,0.009,-0.024,-0.002,-0.01,-0.009,0.017,-0.065,2020-09-22
0.01,-0.006,-0.01,-0.01,0.006,-0.006,0.017,-0.01,-0.016,0.012,-0.015,2020-09-23
-0.043,-0.011,-0.012,-0.013,-0.023,-0.019,-0.009,-0.012,-0.014,-0.019,-0.174,2020-09-24
-0.01,0.018,0.003,0.004,0.007,0.007,-0.002,0.008,0.004,-0.003,0.035,2020-09-25
0.002,0.006,0.002,0.016,0.001,0.005,0.008,0.001,0.013,0.03,0.083,2020-09-28
0.03,-0.003,-0.026,-0.005,0.015,-0.015,0.021,0.001,-0.002,0.0,0.017,2020-09-29
-0.023,-0.02,-0.009,0.01,-0.001,-0.007,0.002,-0.008,0.006,0.004,-0.045,2020-09-30
0.056,0.017,0.005,0.016,0.023,0.021,0.011,0.019,0.029,0.07,0.267,2020-10-09
0.009,0.04,0.037,0.031,0.024,0.037,0.008,0.035,0.059,0.009,0.289,2020-10-12
-0.015,0.001,0.006,-0.007,-0.005,0.006,0.025,-0.012,0.002,-0.01,-0.008,2020-10-13
-0.024,-0.01,0.007,-0.006,-0.008,0.0,-0.009,-0.013,-0.012,-0.027,-0.101,2020-10-14
-0.016,-0.003,0.025,-0.002,0.002,0.0,0.011,0.001,-0.002,-0.001,0.015,2020-10-15
-0.01,-0.002,0.019,-0.008,-0.001,0.007,-0.017,0.004,-0.009,-0.024,-0.04,2020-10-16
-0.014,-0.005,0.005,-0.008,-0.017,-0.002,0.003,-0.006,-0.003,0.002,-0.046,2020-10-19
0.016,0.003,-0.0,0.02,-0.006,-0.008,0.017,-0.008,0.02,0.013,0.067,2020-10-20
-0.019,-0.002,0.02,-0.0,-0.016,0.014,0.015,-0.007,0.003,-0.027,-0.018,2020-10-21
0.006,0.007,0.009,0.005,-0.0,-0.004,0.012,0.0,-0.0,-0.002,0.034,2020-10-22
-0.016,-0.007,0.001,-0.016,-0.016,0.017,-0.044,-0.011,-0.022,-0.015,-0.13,2020-10-23
0.0,-0.031,-0.015,-0.044,0.012,-0.016,0.02,-0.037,-0.017,0.013,-0.115,2020-10-26
-0.009,-0.008,-0.004,-0.011,0.001,-0.014,-0.013,-0.002,0.004,0.002,-0.053,2020-10-27
0.009,0.011,-0.009,0.024,0.023,-0.019,0.013,0.01,0.027,0.031,0.12,2020-10-28
0.013,0.006,0.002,0.007,-0.004,-0.012,0.055,0.012,0.04,-0.018,0.101,2020-10-29
-0.026,-0.026,-0.01,-0.004,-0.025,-0.011,-0.043,-0.035,-0.023,-0.065,-0.266,2020-10-30
0.049,-0.004,0.011,0.002,0.004,-0.008,0.066,-0.02,0.005,0.029,0.136,2020-11-02
0.018,0.018,0.024,0.012,0.01,0.024,-0.01,0.023,0.019,0.007,0.144,2020-11-03
-0.004,-0.002,0.039,0.003,0.0,0.004,0.036,0.0,0.01,0.019,0.106,2020-11-04
0.014,0.005,-0.003,0.013,0.011,0.018,0.005,0.016,0.025,0.01,0.113,2020-11-05
0.025,-0.004,-0.007,-0.013,-0.026,0.004,0.045,0.002,-0.0,0.009,0.035,2020-11-06
0.02,0.031,0.013,0.024,0.005,0.02,0.006,0.034,0.04,0.009,0.203,2020-11-09
0.017,-0.001,0.016,0.001,-0.016,0.003,-0.012,-0.017,0.01,-0.026,-0.026,2020-11-10
-0.052,-0.015,0.014,-0.008,-0.021,0.004,-0.018,-0.017,-0.015,-0.025,-0.151,2020-11-11
0.037,-0.018,-0.018,0.002,0.004,-0.015,0.028,-0.005,-0.005,0.006,0.016,2020-11-12
-0.002,-0.019,-0.023,-0.017,-0.012,-0.024,-0.001,-0.014,-0.01,-0.021,-0.144,2020-11-13
0.004,0.006,0.01,0.014,0.002,0.033,-0.013,0.009,0.029,-0.058,0.035,2020-11-16
-0.021,-0.005,0.019,-0.008,-0.001,0.011,0.006,0.005,-0.014,0.011,0.003,2020-11-17
0.031,0.006,0.02,-0.013,0.012,0.016,-0.007,0.001,-0.02,-0.018,0.027,2020-11-18
-0.009,-0.068,0.003,0.015,0.008,0.001,0.05,0.006,0.004,-0.007,0.002,2020-11-19
0.0,0.008,0.004,-0.0,-0.004,-0.01,-0.026,0.003,0.014,0.003,-0.009,2020-11-20
0.004,0.024,0.008,0.039,-0.009,0.02,0.02,0.016,0.015,-0.01,0.126,2020-11-23
-0.004,0.003,-0.012,-0.015,0.012,-0.014,-0.031,-0.013,-0.003,-0.014,-0.091,2020-11-24
-0.008,-0.01,-0.01,-0.021,-0.012,0.026,-0.012,-0.011,-0.034,0.002,-0.09,2020-11-25
-0.027,0.007,0.015,0.004,-0.002,0.021,-0.029,0.003,-0.009,-0.018,-0.035,2020-11-26
0.006,0.154,0.017,0.002,0.011,0.011,0.009,0.023,0.007,0.035,0.273,2020-11-27
0.031,-0.004,-0.037,-0.014,-0.011,-0.001,-0.011,0.01,-0.033,-0.006,-0.076,2020-11-30
0.034,0.019,0.043,0.013,0.018,0.036,0.012,0.032,0.015,0.019,0.242,2020-12-01
0.023,-0.004,0.013,0.001,-0.001,-0.006,0.022,-0.007,0.01,-0.021,0.03,2020-12-02
-0.043,-0.005,-0.007,0.006,0.027,-0.011,-0.003,-0.006,0.004,-0.006,-0.044,2020-12-03
-0.024,-0.015,-0.016,0.025,0.015,0.003,-0.014,-0.02,0.021,0.017,-0.009,2020-12-04
